Название товара	Душевая кабина Parly CM121R
Описание товара	Душевая кабина Parly CM121R, , Размер: 80х120х215 см, , Черное заднее стекло красиво сочетается с белым профилем. Модель смотрится стильно и сдержанно. Благодаря отсутствию центральной панели увеличено душевое пространство., , Достоинства:, Тонированное закаленное стекло (4 мм) устойчиво к случайным ударам., Стенки из закаленного черного стекла толщиной 4 мм, Профиль: белый алюминиевый. Не подвержен коррозии., Поддон: средний 26 см с бортиком 2 см, асимметричный. Предупреждает разбрызгивание воды. Высоту поддона смогут преодолеть пожилые и люди, имеющие проблемы со здоровьем., Комплектация: полка, верхний душ ТРОПИК, ручной душ NEW, слив-перелив, магнитный замок soft close
Цена в рублях	43000
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Веб Маркет
Количество отзывов	0
Тип	Душевая кабина
Длина, см	120
Ширина, см	120
Высота, см	215
Стекло	Тонированное
Страна-изготовитель	Китай
Цвет	Белый
Двери	Раздвижные в стороны
Цвет стенки	Черный
Материал задней стенки	Стекло
Материал поддона	Акрил
Материал дверей	Закаленное стекло
Монтаж	Напольный
Гарантия	1 год
Бренд	Parly
Число дверей	1
Форма	Нестандартная
Высота поддона	Низкий
Адрес товара	https://www.ozon.ru/product/278112445?oos_search=false
Статус 	Закончился
