Название товара	Душевое ограждение Joy
Описание товара	Конструкция дверей: раздвижная., , Исполнение полотна двери: шиншилла. Материал профиля: алюминий. , , Цвет исполнения профиля: хром. Количество секций двери: 2. Толщина полотна двери (мм): 5. , , Материал полотна двери: стекло. Форма: квадратная. Гарантия: 2 года. , ,  
Цена в рублях	35485
Цена без скидки	-
Оценка покупателей	100%
Название магазина	STURM
Количество отзывов	1
Тип	Душевой уголок, Душевое ограждение
Длина, см	1000
Ширина, см	1000
Высота, см	1900
Толщина стекла, мм	5
Стекло	Рифленое
Страна-изготовитель	Китай
Цвет	Шиншилла
Размеры, мм	1000х1000х1900
Двери	Раздвижные в стороны
Ориентация установки	Универсальная
Число дверей	2
Материал дверей	Стекло
Монтаж	Напольный
Цвет фурнитуры	Серебристый
Форма	Квадрат
Бренд	STURM
Гарантия	2 года
Адрес товара	https://www.ozon.ru/product/287580617?oos_search=false
Статус 	Закончился
