Название товара	Душевая кабина Erlit ER3509PF-C3
Описание товара	Кабина, зеркало, полочка
Цена в рублях	28963
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Sanbravo DBS
Количество отзывов	0
Тип	Душевая кабина
Ширина, см	90
Высота, см	215
Толщина стекла, мм	4
Управление	Ручное
Страна-изготовитель	Россия
Цвет	Белый
Размеры, мм	900x900x2150
Бренд	Erlit
Ориентация установки	Универсальная
Гарантия	1 год
Форма	Четверть круга
Адрес товара	https://www.ozon.ru/product/256312699?oos_search=false
Статус 	Закончился
