Название товара	Душевая кабина Parly ET123L
Описание товара	Душевая кабина Parly ET123L, левая, , Размер: 120х80х210 см, , Левосторонняя модель. Светлая душевая кабина визуально увеличивает пространство и не перетягивает на себя внимание от основной задумки оформления санузла. Внутри кабина просторная, достаточно места, чтобы принимать душ вдвоем., , Достоинства:, , Стекло: 4 мм жемчужное. Закаленное полотно устойчиво к случайным ударам. В случае биться стекло рассыпается на тупые грани, о которые невозможно порезаться., , Стенки: закаленное жемчужное стекло 4 мм., , Профиль: белый алюминиевый. Профиль не подвержен коррозии, не боится высокой влажности и перепадов температуры., , Поддон: асимметричный низкий 10 см. Низкий бортик легко преодолеют пенсионеры и люди с инвалидностью. Рельефное дно предупреждает падения., , Комплектация: верхний душ ТРОПИК, ручной душ, сифон, , Магнитные уплотнители под 45° сохраняют тепло внутри кабины, обеспечивают плотное смыкание створок и не дают воде просочиться наружу., , Соединение на защелках, кабину можно собирать без использования силикона., , Дополнительные силиконовые уплотнители для задних стенок., , В центральную панель возможна установка пульта управления.
Цена в рублях	39000
Цена без скидки	-
Оценка покупателей	100%
Название магазина	VKUSS Spa
Количество отзывов	2
Тип	Душевая кабина
Длина, см	120
Ширина, см	80
Высота, см	210
Толщина стекла, мм	4
Стекло	Матовое
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	1200х800х2100
Число дверей	2
Высота поддона	Низкий
Цвет фурнитуры	Белый
Ориентация установки	Левосторонняя
Установлено	Верхний душ
Форма	Нестандартная
Материал поддона	ABS пластик
Бренд	Parly
Цвет стенки	Белый
Материал дверей	Закаленное стекло
Гарантия	1 год
Монтаж	Напольный
Двери	Раздвижные в стороны
Адрес товара	https://www.ozon.ru/product/301628068?oos_search=false
Статус 	Закончился
