Название товара	Душевая кабина Flavor
Описание товара	Вид поддона: низкий. Комплектация: Душевая кабина, душевой гарнитур, инструкция. Высота поддона (см) 13 Исполнение полотна двери: прозрачное. Толщина полотна дверей, мм 0.6. Конструкция дверей: раздвижная. Количество секций двери: 2. Турецкая баня: Нет. Инфракрасная сауна: Нет. Материал задней стенки: стекло. Расположение: угловая. Наличие крыши: закрытая, c крышей. Встроенное сиденье: Нет. Освещение: нет. Вентиляция: Есть. Зеркало: нет. Полки: Да. Гарантия: 2 года. Вход: спереди. Цвет корпуса: белый. Регулируемая высота ножек: да. Материал поддона: акрил.
Цена в рублях	61465
Цена без скидки	-
Оценка покупателей	100%
Название магазина	STURM
Количество отзывов	1
Тип	Душевая кабина
Длина, см	80
Ширина, см	80
Высота, см	212
Толщина стекла, мм	0.6
Стекло	Прозрачное
Управление	Ручное
Цвет	Прозрачный
Размеры, мм	800х800х2120
Число дверей	2
Гарантия	2 года
Установлено	Ручной душ
Цвет фурнитуры	Серебристый
Двери	Раздвижные в стороны
Высота поддона	Низкий
Форма	Полукруг
Монтаж	На поддон
Бренд	STURM
Цвет стенки	Прозрачный
Материал задней стенки	Стекло
Ориентация установки	Универсальная
Материал поддона	Акрил
Материал дверей	Стекло
Адрес товара	https://www.ozon.ru/product/286442237?oos_search=false
Статус 	Закончился
