Название товара	Душевая кабина Parly CE118
Описание товара	Душевая кабина Parly CE118, , Размер: 118х118х215 см, , Особенности:, Стекло: тонированное закаленное, 4 мм., Стенки: закаленное стекло чёрное, 4 мм., Профиль: белый алюминиевый., Поддон: высокий полукруглый., Комплектация:  полка, верхний душ ТРОПИК, ручной душ, сифон, зеркало , налив воды в поддон 
Цена в рублях	56750
Цена без скидки	-
Оценка покупателей	0%
Название магазина	VKUSS Spa
Количество отзывов	0
Тип	Душевая кабина
Длина, см	118
Ширина, см	118
Высота, см	215
Толщина стекла, мм	4
Стекло	Тонированное
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	1180х1180х2150
Высота поддона	Высокий
Монтаж	Напольный
Гарантия	1 год
Материал задней стенки	Стекло
Цвет стенки	Черный
Бренд	Parly
Установлено	Полка
Число дверей	2
Двери	Раздвижные в стороны
Форма	Четверть круга
Материал поддона	ABS пластик
Материал дверей	Закаленное стекло
Цвет фурнитуры	Белый
Адрес товара	https://www.ozon.ru/product/300817467?oos_search=false
Статус 	Закончился
