Название товара	Душевая кабина Erlit ER5710P-C24
Описание товара	Кабина, зеркало, полочка, рейлинг для душа-лейки
Цена в рублях	84718
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Спектр
Количество отзывов	0
Тип	Душевая кабина
Ширина, см	100
Высота, см	215
Стекло	Тонированное
Страна-изготовитель	Россия
Цвет	Белый
Размеры, мм	1000x1000x2150
Высота поддона	Низкий
Материал поддона	Акрил
Бренд	Erlit
Число дверей	2
Двери	Раздвижные в стороны
Ориентация установки	Универсальная
Форма	Четверть круга
Гарантия	1 год
Адрес товара	https://www.ozon.ru/product/289128930?oos_search=false
Статус 	Закончился
