Название товара	Душевая кабина Deto L 790 с электрикой (90x90)
Описание товара	Душевая кабина Deto L 790 с электрикой (90x90х215), Монтаж душевой кабины осуществляется без использования силикона , Латунный смеситель с керамическими картриджами и резьбовыми соединениями   , 100% акриловый поддон с дренажными отводами высотой 27 см, усиленный металлическим каркасом, Матовое безопасное закаленное сверхпрочное стекло толщиной 4 мм с рисунком и антикальциевой обработкой, Душевая лейка на штанге с силиконовыми форсунками , Шланг 1,5 метра Anti-Twist (не скручивается). Поворот шланга 360*, Верхний и ручной душ оснащен системой Easy Clean, Бесшумные двойные ролики            , Сифон с гидрозатвором, Хромированные ручки , Крыша с тропическим душем и вентиляцией  , Свет всторенный в крышу, Сенсорный пульт управления                                          , FM - радио                                                          , Вентилятор
Цена в рублях	43000
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Santechnika.su
Количество отзывов	0
Тип	Душевая кабина
Длина, см	90
Ширина, см	90
Высота, см	215
Толщина стекла, мм	4
Стекло	Матовое
Страна-изготовитель	Финляндия
Ориентация установки	Универсальная
Высота поддона	Средний
Форма	Четверть круга
Число форсунок	0
Материал поддона	Акрил
Цвет стенки	Белый
Двери	Раздвижные в стороны
Монтаж	Напольный
Гарантия	5 лет
Число дверей	2
Материал задней стенки	Закаленное стекло
Бренд	DETO
Цвет фурнитуры	Серый металлик
Материал дверей	Закаленное стекло
Адрес товара	https://www.ozon.ru/product/286252228?oos_search=false
Статус 	Закончился
