Название товара	Душевая кабина Ривер River Wemor Dunay 120/80/24 МТ R СБОРКА БЕЗ СИЛИКОНА
Описание товара	Выбираете удобную красивую душевую кабину для квартиры или загородного дома? River  DUNAY 120/80/24  MT R это не просто практичная модель по демократичной цене, это воплощение стиля и элегантности в вашей ванной комнате., , Душевые кабины River неизменно пользуются среди российских потребителей успехом благодаря своим высоким показателям комфорта и безопасности. Кроме того, продукция этой марки характеризуется привлекательным дизайном, соответствующим всем мировым тенденциям, и сравнительно невысокой ценой.
Цена в рублях	42800
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Веб Маркет
Количество отзывов	0
Тип	Душевая кабина
Длина, см	120
Ширина, см	80
Высота, см	210
Толщина стекла, мм	4
Стекло	Матовое
Управление	Автоматическое
Страна-изготовитель	Россия
Размеры, мм	1200x800x2100
Гарантия	1 год
Ориентация установки	Правосторонняя
Материал поддона	Акрил
Бренд	River
Материал дверей	Закаленное стекло
Число форсунок	6
Число дверей	2
Двери	Раздвижные в стороны
Высота поддона	Средний
Материал задней стенки	Стекло
Монтаж	На поддон
Адрес товара	https://www.ozon.ru/product/276365275?oos_search=false
Статус 	Закончился
