Название товара	Душевая кабина Parly BMM95
Описание товара	Душевая кабина Parly BMM95, , Размер: 95х95х215 см, , Светлая кабина впишется в любое оформление ванной комнаты. Кабину легко собрать своими силами благодаря понятной инструкции., , Достоинства:, Прозрачное закаленное стекло, толщиной 4 мм. Полотно устойчиво к случайным ударам. В случае биться стекло рассыпается на грани с тупыми концами, о которые невозможно поранить., Задние стенки из белого закаленного стекла, толщина 4 мм., Белый алюминиевый профиль не боится высокой влажности, устойчив к коррозии., Поддон: средний 26 см, полукруглый. Высота бортиков предупреждает попадание брызг на пол, при этом поддон легко перешагнут пожилые и люди с заболеваниями ног. Небольшое литое сиденье можно использовать в качестве дополнительного места хранения., Комплектация: полка, большое встроенное зеркало, верхний душ ТРОПИК, ручной душ, сифон., Особенности: без центрального столба
Цена в рублях	43000
Цена без скидки	-
Оценка покупателей	80%
Название магазина	Веб Маркет
Количество отзывов	1
Тип	Душевая кабина
Длина, см	95
Ширина, см	95
Высота, см	215
Толщина стекла, мм	4
Стекло	Прозрачное
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	950х950х2150
Материал поддона	Акрил
Число дверей	2
Установлено	Зеркало
Материал задней стенки	Стекло
Ориентация установки	Универсальная
Цвет стенки	Белый
Цвет фурнитуры	Серебристый
Бренд	Parly
Форма	Полукруг
Высота поддона	Низкий
Монтаж	Напольный
Материал дверей	Стекло
Гарантия	1 год
Двери	Раздвижные в стороны
Адрес товара	https://www.ozon.ru/product/278125515?oos_search=false
Статус 	Закончился
