Название товара	Душевая кабина Ниагара Niagara NG-7715WBK 900x900х2100 без крыши цвет белый
Описание товара	W – Серебро; ВК -Без крыши; Низкий поддон 15 см на каркасе; Металлическая центральная панель; Тропический душ;ручной душ; Зеркало -2шт; Полочка; Полотенцедержатель; Передние стекла- 5мм; Дверь раздвижная - 6 мм., , Выбираете удобную красивую душевую кабину для квартиры или загородного дома? Niagara NG-7715WBK это не просто практичная модель по демократичной цене, это воплощение стиля и элегантности в вашей ванной комнате., , Душевые кабины Niagara неизменно пользуются среди российских потребителей успехом благодаря своим высоким показателям комфорта и безопасности. Кроме того, продукция этой марки характеризуется привлекательным дизайном, соответствующим всем мировым тенденциям, и сравнительно невысокой ценой.
Цена в рублях	57400
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Santechnika.su
Количество отзывов	0
Тип	Душевая кабина
Длина, см	90
Ширина, см	90
Высота, см	210
Толщина стекла, мм	6
Стекло	Прозрачное
Страна-изготовитель	Китай
Цвет	Белый
Размеры, мм	900x900x2100
Материал поддона	Акрил
Число дверей	2
Ориентация установки	Универсальная
Материал задней стенки	Закаленное стекло
Гарантия	5 лет
Цвет фурнитуры	Серебристый
Высота поддона	Низкий
Цвет стенки	Белый
Форма	Четверть круга
Двери	Раздвижные в стороны
Бренд	Niagara
Монтаж	Напольный
Материал дверей	Закаленное стекло
Адрес товара	https://www.ozon.ru/product/289192751?oos_search=false
Статус 	Закончился
