Название товара	Душевая кабина Grossman GR-222
Описание товара	Grossman GR-222 - это закрытая универсальная кабина прямоугольной формы, стандартных размеров 100 на 80 см, с распашной дверью, оборудованная системами гидромассажа, ручного и тропического душа. Стекла закаленные, травмобезопасные, толщиной 5 мм. Поддон акриловый, низкий , в комплекте с сифоном. Профиль – нержавеющая сталь, цвет черный. Производство - «Grossman» (Германия-Китай) Гарантия – 1 год., , Душевые кабины Grossman сочетают в себе современный и неповторимый дизайн, высокое качество и экологически чистые материалы. В производстве кабин используются самые современные технологии, все детали продуманы и выполнены с высокой точностью. 100% акрил, европейское качество, сенсорный пульт управления, современный дизайн.
Цена в рублях	88700
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Shower5.ru
Количество отзывов	0
Тип	Душевая кабина
Длина, см	100
Ширина, см	80
Высота, см	225
Толщина стекла, мм	5
Управление	Автоматическое
Страна-изготовитель	Германия
Высота поддона	Низкий
Бренд	Grossman
Установлено	Гидромассаж
Материал поддона	Акрил
Гарантия	1 год
Двери	Открывающиеся вправо
Форма	Прямоугольник
Число дверей	1
Монтаж	На поддон
Материал дверей	Закаленное стекло
Адрес товара	https://www.ozon.ru/product/277976919?oos_search=false
Статус 	Закончился
