Название товара	Душевая кабина DETO D279
Описание товара	Монтаж душевой кабины осуществляется без использования силикона , Латунный смеситель с керамическими картриджами и резьбовыми соединениями   , 100% акриловый поддон с дренажными отводами, высотой 27 см со съемным экраном усиленный металлическим каркасом с антискользящим покрытием   , Матовое безопасное закаленное сверхпрочное стекло толщиной 4 мм с антикальциевой обработкой, Душевая штанга с регулировкой лейки по высоте и ручная лейка с силиконовыми форсунками диаметром 140 мм с функцией переключения режимов , Шланг 1,5 метра Anti-Twist (не скручивается). Поворот шланга 360*, Ручной душ оснащен системой Easy Clean, Бесшумные двойные ролики из нержавеющей стали          , Донный клапан с системой клик-клак с гидрозатвором, Зеркало и стеклянная полка с ограничителем, Хромированные ручки, Встроенный крючок
Цена в рублях	40100
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Веб Маркет
Количество отзывов	0
Тип	Душевая кабина
Длина, см	90
Ширина, см	90
Высота, см	210
Толщина стекла, мм	4
Страна-изготовитель	Финляндия
Материал поддона	Акрил
Монтаж	На поддон
Бренд	DETO
Число дверей	2
Двери	Раздвижные в стороны
Материал дверей	Закаленное стекло
Гарантия	5 лет
Форма	Полукруг
Установлено	Ручной душ
Высота поддона	Средний
Материал задней стенки	Стекло
Адрес товара	https://www.ozon.ru/product/279435161?oos_search=false
Статус 	Закончился
