Название товара	Душевая кабина Parly BM121R
Описание товара	Душевая кабина Parly BM121R, , Размер: 120х80х215 см, , Светлая кабина – универсальна. Модель впишется в любой интерьер ванной комнаты. Внутри душевой зоны достаточно места, чтобы принимать душ вдвоем., , Достоинства:, Правосторонняя модель, Матовое закаленное стекло (4 мм) устойчиво к случайным ударам и не нуждается в частой уборке., Стенки из закаленного белого стекла толщиной 4 мм., За счет отсутствия центральной панели внутри уголка больше места., Профиль: белый алюминиевый. Не подвержен коррозии., Поддон: средний 26 см с бортиком 2 см, ассиметричный. Предупреждает разбрызгивание воды. Высоту поддона смогут преодолеть пожилые и люди, имеющие проблемы со здоровьем., Сборка без применения силикона. Конструкция душевой кабины обеспечивает слив воды внутрь поддона. Сам поддон по всему периметру оснащен водонепроницаемым бортиком  высотой 2 см, который исключает перелив воды за пределы душевой зоны., Комплектация: полка, верхний душ ТРОПИК, ручной душ NEW, слив-перелив, магнитный замок soft close, ,  
Цена в рублях	46000
Цена без скидки	-
Оценка покупателей	0%
Название магазина	VKUSS Spa
Количество отзывов	0
Тип	Душевая кабина
Ширина, см	80
Высота, см	215
Толщина стекла, мм	4
Стекло	Матовое
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	1200х800х2150
Материал поддона	ABS пластик
Материал дверей	Закаленное стекло
Гарантия	1 год
Двери	Раздвижные в стороны
Форма	Нестандартная
Материал задней стенки	Стекло
Бренд	Parly
Число дверей	2
Цвет стенки	Белый
Установлено	Полка
Высота поддона	Средний
Цвет фурнитуры	Белый
Монтаж	Напольный
Адрес товара	https://www.ozon.ru/product/300729690?oos_search=false
Статус 	Закончился
