Название товара	Душевая кабина Deto D01
Описание товара	Безсиликоновая сборка;, Резьбовые соединения;, Металические (верхние и нижние) саморегулирующиеся безопасные ролики в пластиковом антикоррозийном кожухе;, Армированный акриловый поддон на металлическом каркасе;, Антильскользящее покрытие;, Задние стенки изготовлены из белого ударопрочного стекла толщиной 4 мм., Переднее матовое закаленное стекло толщиной 4 мм., Алюминиевый глянцевый профиль;, Латунный смеситель и переключатель режимов;, Полочка с ограничителем;, Зеркало;, Крепление ( крючок ) для мочалок;, Штанга для регулирование высоты ручной лейки;, Ручная лейка d 140 мм., Высота поддона 15 см., Настил из имитации дерева, Сифон с гидрозатвором
Цена в рублях	43800
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Веб Маркет
Количество отзывов	0
Тип	Душевая кабина
Длина, см	100
Ширина, см	100
Высота, см	200
Толщина стекла, мм	4
Стекло	Матовое
Управление	Ручное
Страна-изготовитель	Финляндия
Размеры, мм	1000х1000х2080
Установлено	Ручной душ
Материал поддона	Акрил
Цвет стенки	Белый
Гарантия	5 лет
Число дверей	2
Материал дверей	Стекло
Монтаж	На поддон
Форма	Четверть круга
Высота поддона	Низкий
Двери	Раздвижные в стороны
Материал задней стенки	Стекло
Ориентация установки	Универсальная
Цвет фурнитуры	Серебристый
Бренд	DETO
Адрес товара	https://www.ozon.ru/product/279425220?oos_search=false
Статус 	Закончился
