Название товара	Душевая кабина Parly ET123R
Описание товара	Душевая кабина Parly ET123R, правая, , Размер: 120х80х210 см, , Правосторонняя модель. , , Светлая душевая кабина визуально увеличивает пространство и не перетягивает на себя внимание от основной задумки оформления санузла. Внутри кабина просторная, достаточно места, чтобы принимать душ вдвоем., , Достоинства:, Стекло: 4 мм жемчужное. Закаленное полотно устойчиво к случайным ударам. В случае биться стекло рассыпается на тупые грани, о которые невозможно порезаться., Стенки: закаленное стекло жемчужное 4 мм., Профиль: белый алюминиевый. Профиль не подвержен коррозии, не боится высокой влажности и перепадов температуры., Поддон: асимметричный низкий 10 см. Низкий бортик легко преодолеют пенсионеры и люди с инвалидностью. Рельефное дно предупреждает падения., Комплектация: верхний душ ТРОПИК, ручной душ, сифон, Магнитные уплотнители под 45° сохраняют тепло внутри кабины, обеспечивают плотное смыкание створок и не дают воде просочиться наружу., Соединение на защелках, кабину можно собирать без использования силикона., Дополнительные силиконовые уплотнители для задних стенок., В центральную панель возможна установка пульта управления.
Цена в рублях	39000
Цена без скидки	-
Оценка покупателей	0%
Название магазина	VKUSS Spa
Количество отзывов	0
Тип	Душевая кабина
Длина, см	120
Ширина, см	80
Высота, см	210
Толщина стекла, мм	4
Стекло	Матовое
Управление	Ручное
Страна-изготовитель	Китай
Цвет	Жемчужный
Размеры, мм	1200х800х2100
Монтаж	Напольный
Число дверей	2
Бренд	Parly
Гарантия	1 год
Высота поддона	Низкий
Материал дверей	Закаленное стекло
Материал поддона	ABS пластик
Установлено	Верхний душ
Двери	Раздвижные в стороны
Форма	Нестандартная
Ориентация установки	Правосторонняя
Адрес товара	https://www.ozon.ru/product/301627872?oos_search=false
Статус 	Закончился
