Название товара	Душевая кабина Parly BM121L
Описание товара	Душевая кабина Parly BM121L - впишется в любой интерьер ванной комнаты. Внутри душевой зоны достаточно места, чтобы принимать душ вдвоем., , Достоинства:, Левосторонняя модель., Матовое закаленное стекло (4 мм) устойчиво к случайным ударам и не нуждается в частой уборке., Задние стенки из закаленного белого стекла толщиной 4 мм., За счет отсутствия центральной панели внутри уголка больше места., Профиль: белый алюминиевый. Не подвержен коррозии., Поддон: средний 26 см с бортиком 2 см, ассиметричный. Предупреждает разбрызгивание воды. Высоту поддона смогут преодолеть пожилые и люди, имеющие проблемы со здоровьем., Сборка без применения силикона. Конструкция душевой кабины обеспечивает слив воды внутрь поддона. Сам поддон по всему периметру оснащен водонепроницаемым бортиком  высотой 2 см, который исключает перелив воды за пределы душевой зоны., Комплектация: полка, верхний душ ТРОПИК, ручной душ NEW, слив-перелив, магнитный замок soft close, ,  
Цена в рублях	46000
Цена без скидки	-
Оценка покупателей	100%
Название магазина	VKUSS Spa
Количество отзывов	1
Тип	Душевая кабина
Длина, см	120
Ширина, см	80
Высота, см	215
Толщина стекла, мм	4
Стекло	Матовое
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	1200х800х2150
Материал дверей	Закаленное стекло
Бренд	Parly
Высота поддона	Средний
Форма	Нестандартная
Число дверей	2
Установлено	Полка
Цвет фурнитуры	Белый
Гарантия	1 год
Цвет стенки	Белый
Двери	Раздвижные в стороны
Монтаж	Напольный
Материал поддона	ABS пластик
Ориентация установки	Левосторонняя
Адрес товара	https://www.ozon.ru/product/300720641?oos_search=false
Статус 	Закончился
