Название товара	Душевая кабина Parly F81
Описание товара	Душевая кабина Parly F81, , Размер: 80х80х215 см, , Компактная кабина занимает минимум места в ванной комнате. За счет отсутствия центрального столбы внутри кабины больше пространства, чем в моделях аналогичного размера., , Достоинства:, Стекло: 4 мм FROST. Закаленное полотно сложно разбить. В случае раскола стекло рассыпается на тупые грани, о которые невозможно порезаться. , Стенки – закаленное стекло FROST, 4 мм., Профиль – алюминиевый, устойчив к образованию коррозии., Поддон: низкий 10 см, полукруглый с рельефным дном. Небольшой выступ на поддоне удобно использовать для хранения душевых принадлежностей., Комплектация: верхний душ ТРОПИК, ручной душ, сифон.
Цена в рублях	35250
Цена без скидки	-
Оценка покупателей	0%
Название магазина	VKUSS Spa
Количество отзывов	0
Тип	Душевая кабина
Длина, см	80
Ширина, см	80
Высота, см	215
Толщина стекла, мм	4
Стекло	Матовое
Управление	Ручное
Страна-изготовитель	Китай
Цвет	Матовый
Размеры, мм	800х800х2150
Установлено	Верхний душ
Двери	Раздвижные в стороны
Форма	Четверть круга
Материал дверей	Закаленное стекло
Бренд	Parly
Высота поддона	Низкий
Число дверей	2
Ориентация установки	Универсальная
Монтаж	Напольный
Материал поддона	ABS пластик
Гарантия	1 год
Адрес товара	https://www.ozon.ru/product/301628424?oos_search=false
Статус 	Закончился
