Название товара	Душевая кабина TIMO ILMA-101
Описание товара	Благодаря своей квадратной форме душевая кабина ILMA-101 занимает минимум места., , Это особенно актуально для хозяев небольших ванных помещений, в которых просторный душевой бокс попросту не поместится. С этой моделью у вас даже останется свободное место для стиральной машинки! Поддон душевой кабины изготовлен из акрила, оснащена безопасным полуавтоматическим сливом и специальным нескользящим дном., , Стенки выполнены из прочного закаленного стекла. Дверца состоит из двух створок и имеет раздвижную конструкцию – она открывается и закрывается с помощью надежных роликов.
Цена в рублях	115600
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Веб Маркет
Количество отзывов	0
Тип	Душевая кабина
Длина, см	100
Ширина, см	100
Высота, см	225
Толщина стекла, мм	6
Стекло	Прозрачное
Управление	Ручное
Страна-изготовитель	Финляндия
Размеры, мм	1000x1000x2250
Бренд	Timo
Монтаж	На поддон
Цвет стенки	Белый
Форма	Квадрат
Двери	Раздвижные в стороны
Материал дверей	Стекло
Гарантия	1 год
Материал поддона	Акрил
Число дверей	2
Высота поддона	Низкий
Ориентация установки	Универсальная
Установлено	Ручной душ
Цвет фурнитуры	Серебристый
Материал задней стенки	Стекло
Адрес товара	https://www.ozon.ru/product/275495781?oos_search=false
Статус 	Закончился
