Название товара	Душевая кабина Niagara NG-6701-14
Описание товара	Поддон средний 26см(без сиденья на поддоне),глубина 13 см,сифон с гофрой,экран съемный, профиль черный, центральная панель черная, задние стенки закаленные, белые,крашенные,передние стекла закаленные,прозрачные, смеситель 2-х режимный,тропический душ,ручной душ, полочка., , задние стенки без рамки, слив в углу ближе к центральной панели
Цена в рублях	33900
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Santechnika.su
Количество отзывов	0
Тип	Душевая кабина
Длина, см	90
Ширина, см	90
Высота, см	215
Толщина стекла, мм	4
Стекло	Прозрачное
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	900х900х2150
Число форсунок	0
Материал дверей	Закаленное стекло
Ориентация установки	Универсальная
Цвет стенки	Белый
Бренд	Niagara
Материал поддона	Стеклопластик
Гарантия	5 лет
Высота поддона	Низкий
Материал задней стенки	Закаленное стекло
Двери	Раздвижные в стороны
Форма	Четверть круга
Монтаж	На поддон
Число дверей	2
Адрес товара	https://www.ozon.ru/product/289186560?oos_search=false
Статус 	Закончился
