Название товара	Душевая кабина Parly ET103
Описание товара	Душевая кабина с низким поддоном. Внутри кабины хорошо сохраняется тепло, модель герметична, вода сквозь стыки наружу не просачивается.
Цена в рублях	35500
Цена без скидки	-
Оценка покупателей	0%
Название магазина	Веб Маркет
Количество отзывов	0
Тип	Душевая кабина
Длина, см	100
Ширина, см	100
Высота, см	210
Толщина стекла, мм	4
Стекло	Матовое
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	1000х1000х2100
Материал задней стенки	Стекло
Материал дверей	Стекло
Материал поддона	Акрилик
Бренд	Parly
Высота поддона	Низкий
Двери	Раздвижные в стороны
Гарантия	1 год
Цвет стенки	Светло-бежевый
Установлено	Верхний душ
Число дверей	2
Цвет фурнитуры	Серебристый
Монтаж	На поддон
Форма	Полукруг
Ориентация установки	Универсальная
Адрес товара	https://www.ozon.ru/product/278103668?oos_search=false
Статус 	Закончился
