Название товара	Душевая кабина Parly EC83
Описание товара	Душевая кабина EC83, , Размер: 80х80х210 см, , Компактная душевая кабина с низким поддоном. Внутри кабины хорошо сохраняется тепло, модель герметична, вода сквозь стыки наружу не просачивается., , Достоинства:, , Стекло: тонированное, 4 мм. Закаленное полотно практически невозможно разбить. В случае битья стекло рассыпается на множество граней с тупыми концами, о которые невозможно пораниться., , Стенки: закаленное черное стекло, 4 мм., , Профиль: белый, алюминиевый. Профиль не деформируется при перепадах температуры и устойчив к образованию коррозии., , Центральная панель белая, в которую возможна установка сенсорного пульта., , Поддон: низкий, 10 см, полукруглый. Материал - АВS. Рельефное дно предупреждает падения., , Комплектация: верхний душ ТРОПИК, ручной душ, сифон., , Раздвижные двери смыкаются плотно. Створки ходят плавно, не заедают.
Цена в рублях	33875
Цена без скидки	-
Оценка покупателей	100%
Название магазина	VKUSS Spa
Количество отзывов	1
Тип	Душевая кабина
Длина, см	80
Ширина, см	80
Высота, см	210
Толщина стекла, мм	4
Стекло	Тонированное
Управление	Ручное
Страна-изготовитель	Китай
Цвет	Задние стенки - черные, Передние - тонированные
Размеры, мм	800х800х2100
Установлено	Верхний душ
Бренд	Parly
Цвет стенки	Черный
Высота поддона	Низкий
Монтаж	Напольный
Цвет фурнитуры	Серебристый
Гарантия	1 год
Число дверей	2
Материал дверей	Закаленное стекло
Двери	Раздвижные в стороны
Форма	Четверть круга
Материал задней стенки	Закаленное стекло
Ориентация установки	Универсальная
Адрес товара	https://www.ozon.ru/product/301201942?oos_search=false
Статус 	Закончился
