Название товара	Душевая кабина Parly EC92
Описание товара	Душевая кабина Parly EC92, , Размер: 90х90х215 см , , Душевая кабина с черными задними стенками станет стильным акцентов в ванной комнате. Высокий поддон удобно использовать в качестве ванночки для купания детей или замачивания крупных вещей., , Достоинства:, Тонированное стекло, 4 мм. Безопасное закаленное полотно устойчиво к случайным ударам. В случае битья стекло рассыпается на гранулы с тупыми концами, о которые невозможно травмироваться., Стенки – закаленное черное стекло, 4 мм., Профиль: белый алюминиевый. Не боится высокой влажности и перепадов температуры, устойчив к образованию коррозии., Поддон: высокий 42 см, полукруглый, рельефное дно, литое сиденье., Комплектация: верхний душ ТРОПИК, ручной душ, сифон., Магнитные уплотнители под 45° не позволяют теплу выходить из душевой кабины, защищают помещение от просачивания воды., Раздвижные двери не соскакивают с направляющих, образуют комфортную ширину входа., Соединение безболтовое., Дополнительные силиконовые уплотнители для задних стенок., Возможна установка сенсорного пульта в центральную панель.
Цена в рублях	35250
Цена без скидки	-
Оценка покупателей	100%
Название магазина	VKUSS Spa
Количество отзывов	1
Тип	Душевая кабина
Длина, см	90
Ширина, см	90
Высота, см	215
Толщина стекла, мм	4
Стекло	Тонированное
Управление	Ручное
Страна-изготовитель	Китай
Размеры, мм	900х900х2150
Бренд	Parly
Ориентация установки	Универсальная
Монтаж	Напольный
Материал поддона	ABS пластик
Форма	Четверть круга
Установлено	Верхний душ
Цвет стенки	Черный
Материал дверей	Закаленное стекло
Число дверей	2
Гарантия	1 год
Двери	Раздвижные в стороны
Высота поддона	Высокий
Адрес товара	https://www.ozon.ru/product/301221318?oos_search=false
Статус 	Закончился
