Store_ID,ID
151884,279418334
151884,279418335
151884,279418336
151884,279418337
151884,279419285
151884,279419382
151884,279419385
151884,279419391
151884,279419437
151884,279420614
151884,279420654
151884,279420756
151884,279420867
151884,279420949
151884,279420966
151884,279421120
151884,279421236
151884,279421424
151884,279424420
151884,279424426
151884,279424428
151884,279424438
151884,279424439
151884,279425220
151884,279425493
151884,279425543
151884,279435119
151884,279435161
151884,279435216
151884,279440059
151884,279440061
151884,279440063
151884,279440066
151884,279443099
151884,279443152
151884,279445046
151884,279445609
151884,279446339
151884,279446346
151884,279449013
151884,279455432
151884,279456112
151884,279456294
151884,279456604
151884,279456605
151884,279456607
151884,279456608
151884,279456610
151884,279456611
151884,279456646
151884,279458252
151884,279458317
151884,279458340
151884,279464935
151884,279465068
151884,279467491
151884,279468880
151884,279472921
151884,279472925
151884,279472926
151884,279472927
151884,279472928
151884,279472929
151884,279476463
151884,279477370
151884,279477371
151884,279477372
151884,279477373
151884,279477374
151884,279477743
151884,279479631
151884,279479938
151884,279480647
151884,279480765
151884,279481146
151884,279482134
151884,279483983
151884,279483984
151884,279483992
151884,279484076
151884,279486266
151884,279486268
151884,279486375
151884,279490660
151884,279490661
151884,279490662
151884,279490663
151884,279490664
151884,279490665
151884,279491546
151884,279491551
151884,279492110
151884,279492211
151884,279492614
151884,279492626
151884,279492628
151884,279492630
151884,279492639
151884,279493397
151884,279493694
151884,279494208
151884,279500800
151884,279505530
151884,279505537
151884,279508450
151884,279508562
151884,279508579
151884,279508637
151884,279510364
151884,279512701
151884,279512720
151884,279516668
151884,279519290
151884,279520599
151884,279521763
151884,279522216
151884,279535168
151884,279535180
151884,279535188
151884,279535194
151884,279535245
151884,279535290
151884,279542233
151884,279545490
151884,279545491
151884,279545492
151884,279545493
151884,279545496
151884,279545497
151884,279545711
151884,279547078
151884,279547206
151884,279547275
151884,279547310
151884,279548144
151884,279548146
151884,279548688
151884,279549878
151884,279557827
151884,279557860
151884,279557862
151884,279557869
151884,279557877
151884,279557878
151884,279557880
151884,279558899
151884,279561255
151884,279564317
151884,279585356
151884,279589557
151884,279589560
151884,279589671
151884,279594550
151884,279594551
151884,279594564
151884,279598025
151884,279598227
151884,279598433
151884,279599046
151884,279599109
151884,279599110
151884,279599112
151884,279600504
151884,279604241
151884,279604899
151884,279647788
151884,279647792
151884,279648088
151884,279651043
151884,279651092
151884,279654138
151884,279654142
151884,279655602
151884,279656047
151884,279656606
151884,279656622
151884,279657038
151884,279657042
151884,279658162
151884,279658594
151884,279658699
151884,279660920
151884,279660932
151884,279660933
151884,279660934
151884,279660935
151884,279660936
151884,279663186
151884,279663459
151884,279664693
151884,279670371
151884,279675022
151884,279675568
151884,279676916
151884,279677628
151884,279677700
151884,279677936
151884,279677974
151884,280124483
151884,280124484
151884,280124485
151884,280124486
151884,280124490
151884,280124602
151884,280124615
151884,280124616
151884,280124999
151884,280125000
151884,280125001
151884,280125004
151884,280125005
151884,280125141
151884,280125142
151884,280125143
151884,280125152
151884,280125161
151884,280125163
151884,280125169
151884,280125173
151884,280125207
151884,280125263
151884,280125278
151884,280125288
151884,280125388
151884,280125389
151884,280125391
151884,280125755
151884,280125908
151884,280130100
151884,280130260
151884,280131884
151884,280131900
151884,280131947
151884,280132019
151884,280133463
151884,280134302
151884,280134774
151884,280137585
151884,280137676
151884,280138228
151884,280138235
151884,280138296
151884,280138537
151884,280140702
151884,280141006
151884,280141694
151884,280143779
151884,280147993
151884,280148964
151884,280149132
151884,280152697
151884,280155808
151884,280156418
151884,280158874
151884,280159192
151884,280160988
151884,280161647
151884,280161994
151884,280163123
151884,280163349
151884,280163531
151884,280163538
151884,280163982
151884,280164946
151884,280172321
151884,280174923
151884,280177515
151884,280177672
151884,280177937
151884,280179138
151884,280179202
151884,280180353
151884,280181109
151884,280181629
151884,280183240
151884,280183455
149313,280184202
151884,280185032
151884,280185320
149313,280187132
149313,280187134
149313,280187135
149313,280187138
149313,280187139
149313,280187141
149313,280187144
151884,280187178
149313,280187926
151884,280187929
151884,280188051
151884,280188376
151884,280189325
149313,280190600
149313,280190696
149313,280190847
151884,280191973
149313,280202758
151884,280204145
151884,280304425
151884,280342073
151884,280342398
151884,280379515
151884,280394844
149313,280440259
112419,280534200
112419,280534225
112419,280534472
112419,280534484
112419,280534676
112419,280534776
112419,280534876
112419,280534903
112419,280534911
112419,280534939
112419,280534990
112419,280535043
112419,280535049
112419,280535078
112419,280535080
112419,280535083
112419,280535089
112419,280535090
112419,280535093
112419,280535094
112419,280535105
112419,280535156
112419,280535175
112419,280536005
30206,239820642
30206,239820649
30206,239820679
30206,239820680
30206,239820685
30206,239820686
30206,239820695
30206,239820710
30206,239820713
30206,239820794
30206,239820816
30206,239821255
112419,280541845
112419,280541846
112419,280541913
112419,280541955
30206,239821928
30206,239903924
138289,280622828
138289,280622857
138289,280622977
138289,280623050
138289,280623908
138289,280628079
112419,280672005
112419,280672080
149313,280820895
149313,280820898
149313,280821128
149313,280821280
149313,280821286
149313,280821312
149313,280821505
149313,280821554
149313,280821620
149313,280821672
149313,280821690
149313,280821696
149313,280821713
149313,280821714
149313,280821728
149313,280821740
149313,280821787
149313,280821828
149313,280821852
149313,280821857
149313,280821860
149313,280821867
149313,280821905
149313,280821978
149313,280822007
149313,280822008
149313,280822109
149313,280822194
149313,280822247
149313,280822258
149313,280822271
149313,280822274
149313,280822275
149313,280822276
149313,280822283
149313,280822334
149313,280822807
149313,280822848
149313,280822860
149313,280822901
149313,280822930
149313,280823030
149313,280823109
149313,280823253
149313,280823304
149313,280823333
149313,280823374
149313,280823452
149313,280823501
149313,280823536
149313,280823542
149313,280823584
149313,280823673
149313,280823679
149313,280823745
149313,280823801
149313,280823908
149313,280824025
149313,280824057
149313,280824084
149313,280824118
149313,280824121
149313,280824124
149313,280824136
149313,280824140
149313,280824141
149313,280824170
149313,280824396
149313,280824525
149313,280824551
149313,280824953
149313,280825047
149313,280825876
149313,280825889
149313,280825979
149313,280826002
149313,280826227
149313,280826229
149313,280826398
149313,280826457
149313,280826673
149313,280827068
112419,280830425
149313,280838610
149313,280838621
149313,280838625
149313,280838636
149313,280838637
149313,280838639
149313,280838648
149313,280838652
149313,280838724
149313,280838744
149313,280838793
149313,280840463
149313,280840936
149313,280840937
149313,280841336
149313,280841373
149313,280841410
149313,280841510
149313,280844570
70868,280848631
112419,280874057
112419,280896429
149313,280947472
149313,280947473
149313,280947475
149313,280947476
149313,280947480
149313,280947481
149313,280947483
149313,280947485
149313,280947491
149313,280947510
149313,280947533
149313,280947536
149313,280947549
149313,280947553
149313,280973597
149313,280973609
149313,280973612
149313,281066297
149313,281129926
112419,281188456
112419,281194343
112419,281205254
112419,281218376
112419,281222392
112419,281237400
149313,281261038
149313,281278501
175453,281286387
175453,281295260
175453,281296645
175453,281297376
175453,281297399
63542,240411871
63542,240411886
63542,240411888
63542,240411896
63542,240411909
63542,240411911
63542,240411927
63542,240411934
63542,240411939
63542,240411994
63542,240412007
63542,240412054
63542,240412109
63542,240412116
63542,240412119
63542,240412138
63542,240412139
63542,240412143
63542,240412144
63542,240412148
63542,240412152
63542,240412163
63542,240412169
63542,240412170
63542,240412186
175453,281440187
63542,240412549
63542,240412564
63542,240412569
63542,240412570
63542,240413710
63542,240413745
63542,240413761
63542,240413774
63542,240415190
63542,240418328
63542,240418454
63542,240418537
63542,240418564
112419,281463043
112419,281464546
112419,281464874
112419,281465870
112419,281474936
138289,281477850
138289,281489591
138289,281491508
138289,281491911
138289,281492250
138289,281492641
138289,281492729
138289,281493137
138289,281493155
138289,281493166
138289,281496245
138289,281496552
54269,281638043
54269,281648758
112419,282097335
175453,282132078
112419,282158866
112419,282160179
112419,282162699
149313,282171222
149313,282172127
112419,282185336
63542,240923065
63542,240923066
63542,240923076
63542,240923077
63542,240923078
63542,240923079
63542,240923105
63542,240923134
63542,240933559
63542,240933579
63542,240933591
112419,282251417
112419,282252106
149313,282256960
149313,282259423
63542,240948911
63542,240948936
63542,240948974
63542,240949014
63542,240949064
63542,240949114
